unitid,institution name,year,institution name,HD2013.Street address or post office box,HD2013.City location of institution,HD2013.State abbreviation,HD2013.ZIP code,HD2013.FIPS state code,HD2013.Geographic region,HD2013.Name of chief administrator,HD2013.Title of chief administrator,HD2013.General information telephone number,HD2013.Fax number,HD2013.Institution's internet website address,HD2013.Financial aid office web address,HD2013.Admissions office web address,HD2013.Online application web address,HD2013.Net price calculator web address,HD2013.Office of Postsecondary Education (OPE) ID Number,HD2013.OPE Title IV eligibility indicator code,HD2013.Employer Identification Number,HD2013.Multi-institution or multi-campus organization,HD2013.Identification number of multi-institution or multi-campus organization,HD2013.Name of multi-institution or multi-campus organization,HD2013.Sector of institution,HD2013.Level of institution,HD2013.Control of institution,HD2013.Highest level of offering,HD2013.Undergraduate offering,HD2013.Graduate offering,HD2013.Highest degree offered,HD2013.Degree-granting status,HD2013.Historically Black College or University,HD2013.Institution has hospital,HD2013.Institution grants a medical degree,HD2013.Tribal college,HD2013.Degree of urbanization (Urban-centric locale),HD2013.Fips County code,HD2013.County name,HD2013.Congressional district code,HD2013.Core Based Statistical Area (CBSA),HD2013.CBSA Type Metropolitan or Micropolitan,HD2013.Combined Statistical Area (CSA),HD2013.New England City and Town Area (NECTA),HD2013.Longitude location of institution,HD2013.Latitude location of institution,HD2013.Institution open to the general public,HD2013.Status of institution,HD2013.UNITID for merged schools,HD2013.Year institution was deleted from IPEDS,HD2013.Date institution closed,HD2013.Institution is active in current year,HD2013.Primarily postsecondary indicator,HD2013.Postsecondary institution indicator,HD2013.Postsecondary and Title IV institution indicator,"HD2013.Reporting method for student charges, graduation rates, retention rates and student financial aid",HD2013.Institutional category,HD2013.Carnegie Classification 2010: Basic,HD2013.Carnegie Classification 2010: Undergraduate Instructional Program,HD2013.Carnegie Classification 2010: Graduate Instructional Program,HD2013.Carnegie Classification 2010: Undergraduate Profile,HD2013.Carnegie Classification 2010: Enrollment Profile,HD2013.Carnegie Classification 2010: Size and Setting,HD2013.Land Grant Institution,HD2013.Carnegie Classification 2000,HD2013.Data Feedback Report comparison group category created by NCES,HD2013.Data Feedback Report - Institution submitted a custom comparison group,FLAGS2013.Status of IC component when institution was migrated,FLAGS2013.Revision status - Institutional Characteristics,FLAGS2013.Response status -  Institutional characteristics component,FLAGS2013.Type of imputation method Institutional Characteristics,FLAGS2013.Natural Disaster identification,HD2013.Institution name alias
101116,South University-Montgomery,2013,South University-Montgomery,5355 Vaughn Rd,Montgomery,Alabama,36116,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Victor Biebighauser,President,3343958800,,southuniversity.edu,southuniversity.edu,southuniversity.edu,southuniversity.edu,tcc.noellevitz.com/edmc/Transfer-Students?iframe=true&width=600&height=1000,1303906,Participates in Title IV federal financial aid programs,261569113,Institution is part of a multi-institution or multi-campus organization,301790,Education Management Corporation,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,Not applicable,No,No,City: Midsize,"Montgomery County, AL",Montgomery County,"AL, District 2","Montgomery, AL Metro Area",Metropolitan Statistical Area,Not applicable,Not applicable,-86.216488,32.342684,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Baccalaureate/Associate's Colleges,Associates Dominant,Postbaccalaureate professional (other dominant fields),Higher part-time four-year,Very high undergraduate,"Very small four-year, primarily nonresidential",Not a Land Grant Institution,Associates Colleges,"Baccalaureate/Associates Colleges, private for-profit and enrollment /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
101189,Faulkner University,2013,Faulkner University,5345 Atlanta Hwy,Montgomery,Alabama,36109-3378,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Billy D Hilyer,President,3342725820,3343867244,www.faulkner.edu,www.faulkner.edu/finaid/default.aspx,www.faulkner.edu/admissions/,https://secure.faulkner.edu/profile/tradApp/default.aspx,www.faulkner.edu/netprice/,100300,Participates in Title IV federal financial aid programs,630329409,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree -  professional practice,Degree-granting,No,No,No,No,City: Midsize,"Montgomery County, AL",Montgomery County,"AL, District 2","Montgomery, AL Metro Area",Metropolitan Statistical Area,Not applicable,Not applicable,-86.21641,32.384181,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges--Diverse Fields,"Professions focus, some graduate coexistence",Postbaccalaureate with arts & sciences (other dominant fields),"Medium full-time four-year, selective, lower transfer-in",High undergraduate,"Small four-year, primarily nonresidential",Not a Land Grant Institution,Baccalaureate Colleges--General,"Baccalaureate Colleges--Diverse Fields, private not-for-profit /1 of 8","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,Faulkner
101365,Herzing University-Birmingham,2013,Herzing University-Birmingham,280 West Valley Ave,Birmingham,Alabama,35209,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Tommy Dennis,President,2059162800,2059162807,www.herzing.edu/birmingham,www.herzing.edu/birmingham,www.herzing.edu/birmingham,www.herzing.edu/birmingham,www.herzing.edu/financial-aid/net-price-calculator,962107,Participates in Title IV federal financial aid programs,391040865,Institution is part of a multi-institution or multi-campus organization,302280,Herzing Inc.,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Bachelor's degree,Undergraduate degree or certificate offering,No graduate offering,Bachelor's degree,Degree-granting,No,Not applicable,No,No,Suburb: Large,"Jefferson County, AL",Jefferson County,"AL, District 7","Birmingham-Hoover, AL Metro Area",Metropolitan Statistical Area,"Birmingham-Hoover-Talladega, AL CSA",Not applicable,-86.832299,33.468105,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, not primarily baccalaureate or above",Baccalaureate Colleges--Diverse Fields,"Professions focus, no graduate coexistence",Not applicable,Higher part-time four-year,Exclusively undergraduate four-year,"Very small four-year, primarily nonresidential",Not a Land Grant Institution,Associates Colleges,"Baccalaureate Colleges--Arts & Sciences or Diverse Fields, private for-profit /2 of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
101453,Heritage Christian University,2013,Heritage Christian University,3625 Helton Dr,Florence,Alabama,35630-9977,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Dennis Jones,President,2567666610,2567600981,www.hcu.edu,www.hcu.edu/financialaid,www.hcu.edu/admissions,www.hcu.edu/admissions/applynow,www.hcu.edu/share/news/npcalc.htm,2199700,Participates in Title IV federal financial aid programs,237013287,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,No,No,No,City: Small,"Lauderdale County, AL",Lauderdale County,"AL, District 5","Florence-Muscle Shoals, AL Metro Area",Metropolitan Statistical Area,Not applicable,Not applicable,-87.662062,34.859089,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Theological seminaries, Bible colleges, and other faith-related institutions","Not applicable, special focus institution","Not applicable, special focus institution","Not applicable, special focus institution",Majority undergraduate,"Not applicable, special focus institution",Not a Land Grant Institution,Theological seminaries and other specialized faith-related institutions,"Theological seminaries/Bible colleges/other faith-related institutions, highest level - postbaccalaureate, undergraduate degrees/certificates offered","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
101480,Jacksonville State University,2013,Jacksonville State University,700 Pelham Road North,Jacksonville,Alabama,36265,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,William Meehan,President,2567825781,2567828146,www.jsu.edu/,www.jsu.edu/finaid/,www.jsu.edu/admissions/,www.jsu.edu/admissions/forms.html,www.jsu.edu/finaid/,102000,Participates in Title IV federal financial aid programs,636001099,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship,Degree-granting,No,No,No,No,City: Small,"Calhoun County, AL",Calhoun County,"AL, District 3","Anniston-Oxford-Jacksonville, AL Metro Area",Metropolitan Statistical Area,Not applicable,Not applicable,-85.766644,33.822128,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (larger programs),"Professions plus arts & sciences, some graduate coexistence",Postbaccalaureate comprehensive,"Medium full-time four-year, inclusive",Very high undergraduate,"Medium four-year, primarily nonresidential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (larger programs), public /4 of  5","No, institution did not submit a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
101587,University of West Alabama,2013,University of West Alabama,Station One,Livingston,Alabama,35470,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Dr. Richard Holland,President,2056523400,2056523708,www.uwa.edu,www.uwa.edu/financial_aid.aspx,www.uwa.edu/Admissions/,www.uwa.edu/apply_now.aspx,secure.uwa.edu/calculator/npcalc.htm,102400,Participates in Title IV federal financial aid programs,636001100,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Public, 4-year or above",Four or more years,Public,Post-master's certificate,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,No,No,No,Rural: Remote,"Sumter County, AL",Sumter County,"AL, District 7",Not applicable,Not applicable,Not applicable,Not applicable,-88.186077,32.59244,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (larger programs),"Balanced arts & sciences/professions, some graduate coexistence",Single postbaccalaureate (education),"Medium full-time four-year, selective, higher transfer-in",Majority undergraduate,"Medium four-year, primarily residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (larger programs), public /5 of  5","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
101693,University of Mobile,2013,University of Mobile,5735 College Parkway Drive,Mobile,Alabama,36613-2842,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Mark Foley,President,2516755990,2514422523,www.umobile.edu,www.umobile.edu/financialaid/,www.umobile.edu/admissions/,www.umobile.edu/Admissions/Undergraduate/ApplyNow.aspx,tcc.noellevitz.com/(S(i2ma5wzihnqpsazmq43fszpq))/University%20of%20Mobile/Freshman-Students,102900,Participates in Title IV federal financial aid programs,630417508,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,No,No,No,Rural: Fringe,"Mobile County, AL",Mobile County,"AL, District 1","Mobile, AL Metro Area",Metropolitan Statistical Area,"Mobile-Daphne-Fairhope, AL CSA",Not applicable,-88.128934,30.793247,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges--Diverse Fields,"Balanced arts & sciences/professions, some graduate coexistence",Postbaccalaureate with arts & sciences (education dominant),"Full-time four-year, selective, higher transfer-in",Very high undergraduate,"Small four-year, primarily residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Baccalaureate Colleges--Diverse Fields, private not-for-profit /3 of 8","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
101709,University of Montevallo,2013,University of Montevallo,Station 6001,Montevallo,Alabama,35115-6000,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,John W. Stewart III,President,2056656155,,www.montevallo.edu,www.montevallo.edu/finaid/,www.montevallo.edu/admissions/,www.montevallo.edu/admissions/ApplicationProcess/,www.montevallo.edu/finaid/NetPriceCalculator/,100400,Participates in Title IV federal financial aid programs,636000720,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Public, 4-year or above",Four or more years,Public,Post-master's certificate,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,No,No,No,Suburb: Large,"Shelby County, AL",Shelby County,"AL, District 6","Birmingham-Hoover, AL Metro Area",Metropolitan Statistical Area,"Birmingham-Hoover-Talladega, AL CSA",Not applicable,-86.865099,33.10625,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (medium programs),"Balanced arts & sciences/professions, some graduate coexistence",Postbaccalaureate with arts & sciences (education dominant),"Full-time four-year, selective, lower transfer-in",High undergraduate,"Small four-year, primarily residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (medium programs), public /2 of 2","No, institution did not submit a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
101879,University of North Alabama,2013,University of North Alabama,One Harrison Plaza,Florence,Alabama,35632-0001,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Wm. G. Cale, Jr.",President,2567654100,2567654960,www.una.edu,www.una.edu/sfins,www.una.edu/admission,https://www.applyweb.com/aw?una,studentnpc.collegeboard.org/,101600,Participates in Title IV federal financial aid programs,636000893,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Public, 4-year or above",Four or more years,Public,Post-master's certificate,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,No,No,No,No,City: Small,"Lauderdale County, AL",Lauderdale County,"AL, District 5","Florence-Muscle Shoals, AL Metro Area",Metropolitan Statistical Area,Not applicable,Not applicable,-87.680999,34.80658,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (larger programs),"Professions plus arts & sciences, some graduate coexistence",Postbaccalaureate with arts & sciences (business dominant),"Full-time four-year, selective, higher transfer-in",High undergraduate,"Medium four-year, primarily nonresidential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (larger programs), public /4 of  5","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
101912,Oakwood University,2013,Oakwood University,7000 Adventist Blvd NW,Huntsville,Alabama,35896,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Leslie Pollard,President,2567267000,,www.oakwood.edu,www.oakwood.edu/services/financial-aid,www.oakwood.edu/admissions,https://my.oakwood.edu/ics/Admissions/Admissions_Homepage.jnz?portlet=Apply_For_Admissions,www.oakwood.edu/campus-services/financial-aid,103300,Participates in Title IV federal financial aid programs,630366652,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,Yes,No,No,No,City: Midsize,"Madison County, AL",Madison County,"AL, District 5","Huntsville, AL Metro Area",Metropolitan Statistical Area,"Huntsville-Decatur-Albertville, AL CSA",Not applicable,-86.661628,34.756628,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges--Diverse Fields,"Balanced arts & sciences/professions, no graduate coexistence",Not applicable,"Full-time four-year, inclusive",Very high undergraduate,"Small four-year, highly residential",Not a Land Grant Institution,Baccalaureate Colleges--General,"Baccalaureate Colleges--Diverse Fields, private not-for-profit /2 of 8","No, institution did not submit a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
102049,Samford University,2013,Samford University,800 Lakeshore Drive,Birmingham,Alabama,35229-2240,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Andrew Westmoreland,President,2057262011,2057262738,www.samford.edu,www.samford.edu/financialaid,admission.samford.edu,www.samford.edu/admission/apply.aspx,samford.studentaidcalculator.com/welcome.aspx,103600,Participates in Title IV federal financial aid programs,630312914,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,No,No,No,Suburb: Large,"Jefferson County, AL",Jefferson County,"AL, District 6","Birmingham-Hoover, AL Metro Area",Metropolitan Statistical Area,"Birmingham-Hoover-Talladega, AL CSA",Not applicable,-86.790932,33.464578,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Master's Colleges and Universities (medium programs),"Balanced arts & sciences/professions, some graduate coexistence",Single doctoral (education),"Full-time four-year, selective, lower transfer-in",Majority undergraduate,"Medium four-year, highly residential",Not a Land Grant Institution,Masters Colleges and Universities I,"Masters Colleges and Universities (medium programs), private not-for-profit /1 of 3","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
102058,Selma University,2013,Selma University,"1501 Lapsley St, Dinkins Hall",Selma,Alabama,36701,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,"Dr. Alvin A. Cleveland, Sr.",President,3348722533,,selmauniversity.org,,,,selmauniversity.org/financialaidtest.htm,4067300,Participates in Title IV federal financial aid programs,630367461,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Master's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Master's degree,Degree-granting,Yes,No,No,No,Town: Distant,"Dallas County, AL",Dallas County,"AL, District 7","Selma, AL Micro Area",Micropolitan Statistical Area,Not applicable,Not applicable,-87.033826,32.420358,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above","Theological seminaries, Bible colleges, and other faith-related institutions","Not applicable, special focus institution","Not applicable, special focus institution","Not applicable, special focus institution",Majority undergraduate,"Not applicable, special focus institution",Not a Land Grant Institution,{Item not available},"Theological seminaries/Bible colleges/other faith-related institutions, highest level - postbaccalaureate, undergraduate degrees/certificates offered","No, institution did not submit a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
102094,University of South Alabama,2013,University of South Alabama,307 N University Blvd,Mobile,Alabama,36688-0002,Alabama,Southeast AL AR FL GA KY LA MS NC SC TN VA WV,Dr. Tony Waldrop,President,2514606101,2514607876,www.southalabama.edu,www.southalabama.edu/finaid/,www.southalabama.edu/admissions/,www.southalabama.edu/admissions/appdeadline.html,instresrch.usouthal.edu/npc/,105700,Participates in Title IV federal financial aid programs,630477348,Institution is NOT part of a multi-institution or multi-campus organization,-2,,"Public, 4-year or above",Four or more years,Public,Doctor's degree,Undergraduate degree or certificate offering,Graduate degree or certificate offering,Doctor's degree - research/scholarship and professional practice,Degree-granting,No,Yes,Yes,No,City: Midsize,"Mobile County, AL",Mobile County,"AL, District 1","Mobile, AL Metro Area",Metropolitan Statistical Area,"Mobile-Daphne-Fairhope, AL CSA",Not applicable,-88.18189,30.695081,Institution is open to the public,Active - institution active,-2,Not applicable,-2,Yes,Primarily postsecondary institution,Active postsecondary institution,Title IV postsecondary institution,Student charges for full academic year and fall GR/SFA/retention rate cohort,"Degree-granting, primarily baccalaureate or above",Research Universities (high research activity),"Balanced arts & sciences/professions, some graduate coexistence","Doctoral, professional dominant","Medium full-time four-year, selective, higher transfer-in",High undergraduate,"Large four-year, primarily nonresidential",Not a Land Grant Institution,Doctoral/Research Universities--Intensive,"Research Universities (high research activity), public/1of 2","Yes, institution submitted a custom comparison group","Complete, final lock applied",Did not submit revised data,Respondent,Not applicable,No,
